Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Adj Close
2021-05-03 00:00:00+05:00,79.67887196027671,80.84875919477038,78.1295624908953,79.57769012451172,3083550.0,0.0,0.0,0.0,HBL.KA,
2021-05-04 00:00:00+05:00,80.92465301840824,81.5759954660826,79.04650723457617,80.77920532226562,1612059.0,0.0,0.0,0.0,HBL.KA,
2021-05-05 00:00:00+05:00,82.06793134835573,82.06793134835573,80.7792069942447,81.09978485107422,440870.0,1.75,0.0,0.0,HBL.KA,
2021-05-06 00:00:00+05:00,81.7281047577331,81.93968727880005,80.59325661137703,81.47164154052734,2620856.0,0.0,0.0,0.0,HBL.KA,
2021-05-07 00:00:00+05:00,81.47164154052734,81.47164154052734,81.47164154052734,81.47164154052734,0.0,0.0,0.0,0.0,HBL.KA,
2021-05-10 00:00:00+05:00,81.47164154052734,81.47164154052734,81.47164154052734,81.47164154052734,0.0,0.0,0.0,0.0,HBL.KA,
2021-05-11 00:00:00+05:00,81.47164154052734,81.47164154052734,81.47164154052734,81.47164154052734,0.0,0.0,0.0,0.0,HBL.KA,
2021-05-12 00:00:00+05:00,81.47164154052734,81.47164154052734,81.47164154052734,81.47164154052734,0.0,0.0,0.0,0.0,HBL.KA,
2021-05-13 00:00:00+05:00,81.47164154052734,81.47164154052734,81.47164154052734,81.47164154052734,0.0,0.0,0.0,0.0,HBL.KA,
2021-05-14 00:00:00+05:00,81.47164154052734,81.47164154052734,81.47164154052734,81.47164154052734,0.0,0.0,0.0,0.0,HBL.KA,
2021-05-17 00:00:00+05:00,80.65737418463065,82.22820340412018,80.15086068777744,81.17029571533203,1281995.0,0.0,0.0,0.0,HBL.KA,
2021-05-18 00:00:00+05:00,81.39469179406339,81.70886152271449,80.15085340413295,80.92665100097656,963005.0,0.0,0.0,0.0,HBL.KA,
2021-05-19 00:00:00+05:00,80.78560429948669,80.78560429948669,79.75975633432694,80.07392120361328,855326.0,0.0,0.0,0.0,HBL.KA,
2021-05-20 00:00:00+05:00,79.82386995220752,80.62531442963932,77.708054575136,78.24662780761719,790533.0,0.0,0.0,0.0,HBL.KA,
2021-05-21 00:00:00+05:00,78.83008192419699,80.33680155218109,78.2530457765588,79.43276977539062,1473126.0,0.0,0.0,0.0,HBL.KA,
2021-05-24 00:00:00+05:00,79.82386651460398,80.78559984610523,79.50328873743689,80.09956359863281,881822.0,0.0,0.0,0.0,HBL.KA,
2021-05-25 00:00:00+05:00,80.44579787888634,83.02965429155354,79.50329831778099,82.65137481689453,3880680.0,0.0,0.0,0.0,HBL.KA,
2021-05-26 00:00:00+05:00,82.70266727816463,83.99138655757113,82.07432772409324,83.62592315673828,2983057.0,0.0,0.0,0.0,HBL.KA,
2021-05-27 00:00:00+05:00,84.63253362948592,86.07513363453398,83.35022251388766,84.49788665771484,3910072.0,0.0,0.0,0.0,HBL.KA,
2021-05-28 00:00:00+05:00,83.99780270200066,86.67783855042987,83.99780270200066,85.95974731445312,4761834.0,0.0,0.0,0.0,HBL.KA,
2021-05-31 00:00:00+05:00,86.52394469068639,88.12683366155224,86.52394469068639,87.14586639404297,2293654.0,0.0,0.0,0.0,HBL.KA,
2021-06-01 00:00:00+05:00,87.17151634960463,88.31918052511614,86.87658048024127,87.68443298339844,1557538.0,0.0,0.0,0.0,HBL.KA,
2021-06-02 00:00:00+05:00,87.8383211255098,87.8383211255098,85.9469139776341,86.37007904052734,1366996.0,0.0,0.0,0.0,HBL.KA,
2021-06-03 00:00:00+05:00,87.08816318772304,87.19715846180938,84.99799952892009,85.94690704345703,1156765.0,0.0,0.0,0.0,HBL.KA,
2021-06-04 00:00:00+05:00,85.92767134734247,87.15227103817733,85.14546077732328,85.70967102050781,486834.0,0.0,0.0,0.0,HBL.KA,
2021-06-07 00:00:00+05:00,85.91483539997861,86.87656863206793,84.7415196828389,85.38267517089844,568821.0,0.0,0.0,0.0,HBL.KA,
2021-06-08 00:00:00+05:00,85.88279640124881,86.23543396146043,85.31858608816893,85.89562225341797,357452.0,0.0,0.0,0.0,HBL.KA,
2021-06-09 00:00:00+05:00,86.19696628476586,86.19696628476586,84.6389529836343,85.0364761352539,409842.0,0.0,0.0,0.0,HBL.KA,
2021-06-10 00:00:00+05:00,85.56221317469978,87.03687301671751,84.6710072787871,86.24183654785156,1506851.0,0.0,0.0,0.0,HBL.KA,
2021-06-11 00:00:00+05:00,86.58807270705663,87.51774644524444,86.07514622911404,86.62013244628906,1223602.0,0.0,0.0,0.0,HBL.KA,
